"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,609+7","15,461+5","102","46+2","3-Nov-21"
"2","Coochbehar","29,323+10","29,110+13","97","116-3","3-Nov-21"
"3","Darjeeling","57,239+30","56,438+27","541+1","260+2","3-Nov-21"
"4","Kalimpong","7,051+4","6,963+3","54","34+1","3-Nov-21"
"5","Jalpaiguri","42,037+15","41,319+15","575","143","3-Nov-21"
"6","Uttar Dinajpur","19,891+13","19,584+6","239","68+7","3-Nov-21"
"7","Dakshin Dinajpur","17,976+28","17,638+17","171","167+11","3-Nov-21"
"8","Malda","33,459+11","33,165+11","186","108","3-Nov-21"
"9","Murshidabad","34,017+8","33,629+6","329","59+2","3-Nov-21"
"10","Nadia","73,477+46","72,225+41","862+1","390+4","3-Nov-21"
"11","Birbhum","41,262+22","40,800+18","286","176+4","3-Nov-21"
"12","Purulia","19,427+2","19,291+2","114","22","3-Nov-21"
"13","Bankura","36,415+42","35,923+21","274","218+21","3-Nov-21"
"14","Jhargram","12,161+8","12,083+5","27","51+3","3-Nov-21"
"15","Paschim Medinipur","53,674+25","52,926+25","508","240","3-Nov-21"
"16","Purba Medinipur","63,143+12","62,610+15","397","136-3","3-Nov-21"
"17","Purba Bardhaman","42,094+23","41,681+23","198","215","3-Nov-21"
"18","Paschim Bardhaman","57,879+23","57,285+26","356","238-3","3-Nov-21"
"19","Howrah","99,046+74","96,851+71","1,526+1","669+2","3-Nov-21"
"20","Hooghly","86,553+54","84,925+69","994","634-15","3-Nov-21"
"21","North 24 Parganas","3,29,789+156","3,23,647+136","4,846+5","1,296+15","3-Nov-21"
"22","South 24 Parganas","1,01,276+77","99,241+73","1,339+1","696+3","3-Nov-21"
"23","Kolkata","3,23,468+228","3,16,093+235","5,164+5","2,211-12","3-Nov-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,96,332+918","15,68,951+863","19,188+14","8,193+41",""
