"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","789047","1","49790","0","447","3","49324","19"
"2","ALWAR","1612984","3","84687","0","320","9","84313","54"
"3","BANSWARA","319007","0","14767","0","106","0","14659","2"
"4","BARAN","237498","1","15303","0","64","0","15224","15"
"5","BARMER","403984","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476290","0","31451","0","272","0","31179","0"
"7","BHILWARA","507681","0","38189","0","162","0","38021","6"
"8","BIKANER","744926","2","49956","0","586","0","49356","14"
"9","BUNDI","234799","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","452466","0","29391","0","140","2","29245","6"
"11","CHURU","434805","0","20855","0","115","0","20726","14"
"12","DAUSA","292805","0","15825","0","81","5","15737","7"
"13","DHOLPUR","285921","0","13962","0","49","6","13907","6"
"14","DUNGARPUR","327801","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","422832","1","28151","0","158","0","27991","2"
"16","HANUMANGARH","488702","0","22518","0","114","0","22404","0"
"17","JAIPUR","3430467","16","276166","0","2113","24","273783","270"
"18","JAISALMER","242548","0","17036","0","68","0","16968","0"
"19","JALORE","445663","0","10548","0","78","0","10468","2"
"20","JHALAWAR","399670","3","17744","0","207","0","17525","12"
"21","JHUNJHUNU","492850","0","19159","0","181","0","18977","1"
"22","JODHPUR","1423987","1","141144","0","1164","6","139964","16"
"23","KARAULI","239551","0","8968","0","84","0","8884","0"
