"1","Total Samples taken","18567662"
"2","Sample collected on the day","17478"
"3","Test conducted on the day","15077"
"4","Total No. of patients tested Positive","758259"
"5","No. of patients discharged","740092"
"6","Positive cases on the day","65"
"7","Number of active Cases","449"
"8","Total Deaths reported","17718"
"9","No. of Patients on oxygen support","49"
"10","Patients at critical care Level-3 facilities","17"
"11","Patients who are critical and on ventilator support","7"
"12","Healthcare Workers vaccinated with 1st dose on the day","4"
"13","Total Healthcare Workers vaccinated with 1st dose","218391"
"14","Frontline Workers vaccinated with 1st dose on the day","9"
"15","Total Frontline Workers vaccinated with 1st dose","1116621"
"16","Healthcare Workers vaccinated with 2nd dose on the day","103"
"17","Total Healthcare Workers vaccinated with 2nd dose","206199"
"18","Frontline Workers vaccinated with 2nd dose on the day","535"
"19","Total Frontline Workers vaccinated with 2nd dose","994295"
"20","Above 45 Vaccinated with 1st dose on the day","6937"
"21","Total Above 45 Vaccinated with 1st dose","8204344"
"22","Above 45 Vaccinated with 2nd dose on the day","11255"
"23","Total Above 45 Vaccinated with 2nd dose","6565002"
"24","18-44 years age group Vaccinated with 1st dose on the day","14935"
"25","Total 18-44 years age group Vaccinated with 1st dose","12268582"
"26","18-44 years age group Vaccinated with 2nd dose on the day","27663"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8356299"
"28","15-17 years age group Vaccinated with 1st dose on the day","7968"
"29","Total 15-17 years age group Vaccinated with 1st dose","797560"
"30","15-17 years age group Vaccinated with 2nd dose on the day","22274"
"31","Total 15-17 years age group Vaccinated with 2nddose","177878"
"32","Precautionary dose given on the day","2179"
"33","Total Precautionary dose given","399556"
"34","Total Vaccination 1st dose on the day","21885"
"35","Total Vaccination 2nd dose on the day","39556"
"36","Total Vaccination 1st and 2nd dose on the day","61441"
