,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Almora,3,0,0,403,34,664,0,1,11.0,0.0,1.0,1297.0,642.0,10411.0,0,621927,,,616 cases were recorded as Migrated / Others,12217,196,11382,237273.0,379836,241113,0,616,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
1,1,1,1,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Bageshwar,0,0,0,638,64,665,0,0,0.0,0.0,1.0,1648.0,661.0,8170.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5679,205372.0,184395,143264,0,25,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
2,2,2,2,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Chamoli,0,0,0,1036,128,1884,0,0,0.0,0.0,1.0,3070.0,696.0,10101.0,0,391114,,,206 cases were recorded as Migrated / Others,12245,62,11977,288928.0,275231,212036,0,206,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
3,3,3,3,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Champawat,0,0,0,669,28,378,0,1,0.0,0.0,1.0,2537.0,298.0,3381.0,0,259315,,,189 cases were recorded as Migrated / Others,7605,53,7361,236623.0,184096,130609,0,189,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
4,4,4,4,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Dehradun,12,0,8,6891,1065,9002,0,23,49.0,1.0,27.0,27057.0,7300.0,70598.0,0,1698560,,,600 cases were recorded as Migrated / Others,112457,3522,108206,1950319.0,1480414,945895,0,600,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
5,5,5,5,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Haridwar,3,0,1,4261,749,9541,0,8,14.0,0.0,5.0,16704.0,5306.0,60466.0,0,1927029,,,1378 cases were recorded as Migrated / Others,51522,1020,49111,2103701.0,1468420,777655,0,1378,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
6,6,6,6,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Nainital,2,0,1,1762,363,3031,0,11,6.0,0.0,5.0,5394.0,2570.0,22899.0,0,955128,,,134 cases were recorded as Migrated / Others,39248,945,38162,564754.0,728227,446418,0,134,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
7,7,7,7,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Pauri Garhwal,0,0,0,1298,329,2381,0,0,0.0,0.0,1.0,4146.0,1963.0,15910.0,0,686527,,,701 cases were recorded as Migrated / Others,17689,315,16672,391952.0,434823,261315,0,701,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
8,8,8,8,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Pithoragarh,0,0,0,463,91,1570,0,4,0.0,0.0,1.0,1467.0,915.0,12392.0,0,485993,,,108 cases were recorded as Migrated / Others,10263,182,9972,219219.0,320694,209327,0,108,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
9,9,9,9,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Rudraprayag,0,0,0,284,32,347,0,0,1.0,0.0,1.0,949.0,239.0,2989.0,0,236857,,,159 cases were recorded as Migrated / Others,8801,106,8536,194992.0,171530,122659,0,159,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
10,10,10,10,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Tehri Garhwal,1,0,0,316,163,1187,0,1,2.0,0.0,0.0,1172.0,1882.0,16315.0,0,616409,,,901 cases were recorded as Migrated / Others,15838,108,14827,307871.0,385266,240237,0,901,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
11,11,11,11,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Udham Singh Nagar,1,0,0,2036,360,6244,0,1,1.0,0.0,1.0,5804.0,4345.0,65460.0,0,1648367,,,799 cases were recorded as Migrated / Others,37878,761,36316,921183.0,1286654,662413,0,799,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
12,12,12,12,2021-11-19,UT,22,0,11,21010,3469,37949,0,51,86.0,1.0,48.0,73828.0,27246.0,304944.0,0.0,Uttarkashi,0,0,1,953,63,1055,0,1,2.0,0.0,3.0,2583.0,429.0,5852.0,0,329686,,,343 cases were recorded as Migrated / Others,12557,74,12136,341914.0,235848,177474,0,343,2022-01-22T02:26:34.190377+05:30,11141000,,,6159 cases were recorded as Migrated / Others,344084,7404,330337,7964101,7535434,4570415,0,6159,0.0,0.0
