,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Almora,0,0,0,364,212,1419,0,4,8.0,0.0,2.0,2011.0,1176.0,10492.0,0,621927,,,618 cases were recorded as Migrated / Others,12237,196,11411,246052.0,383104,276517,0,618,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,2.0
1,1,1,1,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Bageshwar,0,0,0,347,36,254,0,1,0.0,0.0,1.0,2619.0,183.0,1799.0,0,259840,,,25 cases were recorded as Migrated / Others,5766,60,5680,213516.0,185699,157029,0,25,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,0.0
2,2,2,2,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Chamoli,0,0,0,513,25,621,0,1,1.0,0.0,0.0,2262.0,194.0,5444.0,0,391114,,,207 cases were recorded as Migrated / Others,12250,62,11978,299619.0,276139,244059,0,207,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,0.0
3,3,3,3,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Champawat,0,0,0,1235,111,281,0,2,3.0,0.0,4.0,7239.0,462.0,2581.0,0,259315,,,189 cases were recorded as Migrated / Others,7616,53,7367,254495.0,186241,146887,0,189,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,0.0
4,4,4,4,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Dehradun,4,0,5,1872,1671,7133,0,49,56.0,0.0,40.0,13109.0,10278.0,46719.0,0,1698560,,,603 cases were recorded as Migrated / Others,112642,3524,108457,2007857.0,1525700,1186179,0,603,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,0.0
5,5,5,5,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Haridwar,4,0,0,5321,840,5416,0,21,9.0,2.0,16.0,32602.0,5828.0,40210.0,0,1927029,,,1390 cases were recorded as Migrated / Others,51570,1024,49142,2192211.0,1498750,1051440,0,1390,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,1.0
6,6,6,6,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Nainital,4,0,2,1685,605,3802,0,48,13.0,0.0,50.0,9692.0,4539.0,27975.0,0,955128,,,135 cases were recorded as Migrated / Others,39333,946,38229,593455.0,745253,561383,0,135,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,1.0
7,7,7,7,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Pauri Garhwal,3,0,1,886,208,1648,0,32,7.0,0.0,17.0,6747.0,1495.0,11195.0,0,686527,,,701 cases were recorded as Migrated / Others,17734,315,16707,413153.0,442396,318038,0,701,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,0.0
8,8,8,8,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Pithoragarh,2,0,0,928,157,1489,0,4,8.0,0.0,3.0,4394.0,1023.0,8334.0,0,485993,,,108 cases were recorded as Migrated / Others,10275,182,9978,230203.0,324184,248546,0,108,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,0.0
9,9,9,9,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Rudraprayag,0,0,1,554,28,238,0,0,2.0,0.0,1.0,2521.0,209.0,1789.0,0,236857,,,159 cases were recorded as Migrated / Others,8805,106,8537,203379.0,172638,133480,0,159,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,0.0
10,10,10,10,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Tehri Garhwal,0,0,0,422,287,1720,0,2,0.0,0.0,0.0,2123.0,1564.0,9987.0,0,616409,,,899 cases were recorded as Migrated / Others,15840,110,14831,315395.0,392816,288466,0,899,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,0.0
11,11,11,11,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Udham Singh Nagar,3,0,0,3006,1079,9839,0,4,14.0,0.0,0.0,13630.0,7346.0,58841.0,0,1648367,,,804 cases were recorded as Migrated / Others,37903,761,36324,957718.0,1321028,992934,0,804,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,1.0
12,12,12,12,2021-12-16,UT,20,0,9,17601,5327,34805,0,169,122.0,2.0,134.0,101504.0,34820.0,230247.0,0.0,Uttarkashi,0,0,0,468,68,945,0,1,1.0,0.0,0.0,2555.0,523.0,4881.0,0,329686,,,345 cases were recorded as Migrated / Others,12562,74,12143,350413.0,237633,200719,0,345,2022-01-22T02:36:36.936248+05:30,11141000,,,6183 cases were recorded as Migrated / Others,344533,7413,330784,8277466,7691581,5805677,0,6183,7.0,2.0
