"Total No. of Sample Taken Today","11006"
"Total No. of Positive Cases Detected Today","159"
"Total Active COVID-19 Patients","792"
"Total No. of Active Cases under Home Isolation (06-09-2022)","721"
"Total No. of Samples found Positive till date","1053170"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1041666"
"No. of Deaths","10689"
"Total No. of People Vaccinated Today","12444 
(1st Dose: 1000 
2nd Dose: 3110 
Precaution Dose: 8334)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23652477 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19772883 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1804111"
"Cumulative Coverage of Total COVID-19 Vaccination","45229471"
"COVID-19 Today (06-09-2022) Positivity Rate","1.84%"
"Recovery Rate","98.91%"
"Fatality Rate","1.01%"
