"1","Total Samples taken","16554386"
"2","Sample collected on the day","27284"
"3","Test conducted on the day","27675"
"4","Total No. of patients tested Positive","603853"
"5","No. of patients discharged","586895"
"6","Number of active Cases","333"
"7","Total Deaths reported","16625"
"8","No. of Patients on oxygen support","21"
"9","Patients at critical care Level-3 facilities","7"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","26"
"12","Total Healthcare Workers vaccinated with 1st dose","217860"
"13","Frontline Workers vaccinated with 1st dose on the day","75"
"14","Total Frontline Workers vaccinated with 1st dose","1154416"
"15","Healthcare Workers vaccinated with 2nd dose on the day","74"
"16","Total Healthcare Workers vaccinated with 2nd dose","141415"
"17","Frontline Workers vaccinated with 2nd dose on the day","308"
"18","Total Frontline Workers vaccinated with 2nd dose","342207"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","101"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","382"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1372276"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","483622"
"23","Above 45 Vaccinated with 1st dose on the day","4582"
"24","Total Above 45 Vaccinated with 1st dose","6391354"
"25","Above 45 Vaccinated with 2nd dose on the day","17650"
"26","Total Above 45 Vaccinated with 2nd dose","3650380"
"27","18-44 years age group Vaccinated with 1st dose on the day","15082"
"28","Total 18-44 years age group Vaccinated with 1st dose","9018600"
"29","18-44 years age group Vaccinated with 2nd dose on the day","48341"
"30","Total 18-44 years age group Vaccinated with 2nd dose","4532438"
"31","Total Vaccination 1st dose on the day","19765"
"32","Total Vaccination 2nd dose on the day","66373"
"33","Total Vaccination 1st and 2nd dose on the day","86138"
