,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Ahmednagar,106,2,205,,5377,7058,0,0,749.0,23.0,1396.0,,23883.0,35073.0,0,4543083,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,340520,7080,332022,,2502906,925366,0,11,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,11.0
1,1,1,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Akola,1,0,2,,9647,3638,0,0,10.0,0.0,5.0,,25890.0,11993.0,0,1818617,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58780,1425,57327,,795178,373397,0,4,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,4.0
2,2,2,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Amravati,0,0,0,,7021,5951,0,0,10.0,1.0,0.0,,20753.0,20719.0,0,2887826,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96241,1595,94618,,1266291,573378,0,2,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,2.0
3,3,3,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Aurangabad,24,0,67,,15749,8775,0,0,115.0,1.0,159.0,,45342.0,33256.0,0,3695928,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155512,4252,150865,,1827728,764201,0,14,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,14.0
4,4,4,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Beed,12,2,1,,7357,5567,0,0,67.0,5.0,103.0,,30129.0,23959.0,0,2585962,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,103834,2814,100996,,1195099,523144,0,7,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,7.0
5,5,5,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Bhandara,0,0,2,,599,3339,0,0,1.0,0.0,3.0,,1895.0,9714.0,0,1198810,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60081,1123,58948,,828185,433210,0,10,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,10.0
6,6,6,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Buldhana,4,0,6,,23524,10254,0,0,13.0,1.0,13.0,,64384.0,33911.0,0,2588039,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85537,798,84727,,1214910,556046,0,6,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,6.0
7,7,7,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Chandrapur,3,0,0,,3003,5494,0,0,10.0,0.0,0.0,,10692.0,20288.0,0,2194262,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,88980,1562,87387,,1349172,482992,0,4,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,4.0
8,8,8,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Dhule,0,0,0,,2835,4026,0,0,5.0,0.0,5.0,,12027.0,13709.0,0,2048781,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46179,654,45513,,1031558,499376,0,11,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,11.0
9,9,9,2021-11-11,MH,997,28,1016,108086,248567,307362,0,0,6121.0,130.0,8685.0,575191.0,851195.0,1315473.0,0.0,Gadchiroli,0,0,0,,1435,1522,0,0,3.0,0.0,3.0,,5252.0,4340.0,0,1071795,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30444,669,29739,,550758,238706,0,33,2022-01-22 00:35:05.068438,122153000,2022-01-22 00:35:05.069263,,3645 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6621420,140475,6464948,63630632,68520368,32692641,0,3645,3645.0,33.0
