,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Almora,0,0,0,149,138,2128,0,0,12.0,0.0,2.0,1209.0,497.0,7709.0,0,621927,,,616 cases were recorded as Migrated / Others,12203,196,11380,235767.0,378866,225551,0,616,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,2.0
1,1,1,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Bageshwar,0,0,0,159,32,430,0,0,0.0,0.0,0.0,760.0,188.0,2419.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5678,203160.0,183677,134213,0,25,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,0.0
2,2,2,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Chamoli,1,0,0,284,102,1511,0,0,3.0,0.0,4.0,1763.0,380.0,6213.0,0,391114,,,205 cases were recorded as Migrated / Others,12245,62,11976,285346.0,274403,199618,0,205,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,1.0
3,3,3,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Champawat,0,0,0,84,66,1286,0,0,2.0,0.0,2.0,1609.0,238.0,3756.0,0,259315,,,189 cases were recorded as Migrated / Others,7605,53,7360,233617.0,183756,126285,0,189,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,0.0
4,4,4,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Dehradun,7,0,2,3827,1243,11931,0,0,26.0,0.0,23.0,25797.0,4921.0,55083.0,0,1698560,,,600 cases were recorded as Migrated / Others,112402,3521,108176,1918702.0,1471916,863524,0,600,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,2.0
5,5,5,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Haridwar,1,1,0,2389,908,8943,0,0,6.0,1.0,6.0,11971.0,3643.0,39898.0,0,1927029,,,1378 cases were recorded as Migrated / Others,51508,1020,49105,2084155.0,1462320,707735,0,1378,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,2.0
6,6,6,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Nainital,0,0,3,733,407,3859,0,0,5.0,1.0,8.0,4430.0,1661.0,15201.0,0,955128,,,134 cases were recorded as Migrated / Others,39241,945,38155,558181.0,725258,419680,0,134,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,0.0
7,7,7,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Pauri Garhwal,0,0,0,1376,315,3386,0,0,2.0,0.0,1.0,3905.0,896.0,9846.0,0,686527,,,701 cases were recorded as Migrated / Others,17688,315,16671,387070.0,432612,242590,0,701,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,0.0
8,8,8,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Pithoragarh,0,0,2,242,153,1780,0,0,0.0,0.0,4.0,978.0,746.0,8990.0,0,485993,,,108 cases were recorded as Migrated / Others,10263,182,9970,217621.0,319615,195128,0,108,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,0.0
9,9,9,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Rudraprayag,0,0,0,247,34,681,0,0,0.0,0.0,0.0,1415.0,219.0,2989.0,0,236857,,,159 cases were recorded as Migrated / Others,8800,106,8535,193910.0,171252,118284,0,159,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,0.0
10,10,10,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Tehri Garhwal,0,0,0,290,331,3378,0,0,0.0,0.0,0.0,908.0,1085.0,10526.0,0,616409,,,901 cases were recorded as Migrated / Others,15836,108,14827,306557.0,383035,220961,0,901,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,1.0
11,11,11,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Udham Singh Nagar,0,0,0,926,525,9265,0,0,1.0,0.0,0.0,4225.0,2876.0,49216.0,0,1648367,,,799 cases were recorded as Migrated / Others,37877,761,36315,914558.0,1281619,587450,0,799,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,0.0
12,12,12,2021-11-11,UT,13,1,7,11294,4375,50237,0,0,63.0,2.0,53.0,61231.0,17812.0,217881.0,0.0,Uttarkashi,4,0,0,588,121,1659,0,0,6.0,0.0,3.0,2261.0,462.0,6035.0,0,329686,,,343 cases were recorded as Migrated / Others,12555,74,12132,338923.0,235321,170519,0,343,2022-01-22T02:24:15.565108+05:30,11141000,,,6158 cases were recorded as Migrated / Others,343987,7403,330280,7877567,7503650,4211538,0,6158,8.0,0.0
