"1","Total Samples taken","*16607943"
"2","Sample collected on the day","25771"
"3","Test conducted on the day","25346"
"4","Total No. of patients tested Positive","603917"
"5","No. of patients discharged","586983"
"6","Number of active Cases","306"
"7","Total Deaths reported","16628"
"8","No. of Patients on oxygen support","28"
"9","Patients at critical care Level-3 facilities","15"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","3"
"12","Total Healthcare Workers vaccinated with 1st dose","217867"
"13","Frontline Workers vaccinated with 1st dose on the day","149"
"14","Total Frontline Workers vaccinated with 1st dose","1154566"
"15","Healthcare Workers vaccinated cawith 2nd dose on the day","63"
"16","Total Healthcare Workers vaccinated with 2nd dose","141496"
"17","Frontline Workers vaccinated with 2nd dose on the day","417"
"18","Total Frontline Workers vaccinated with 2nd dose","342673"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","152"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","480"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1372433"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","484169"
"23","Above 45 Vaccinated with 1st dose on the day","3684"
"24","Total Above 45 Vaccinated with 1st dose","6397997"
"25","Above 45 Vaccinated with 2nd dose on the day","15736"
"26","Total Above 45 Vaccinated with 2nd dose","3678832"
"27","18-44 years age group Vaccinated with 1st dose on the day","11811"
"28","Total 18-44 years age group Vaccinated with 1st dose","9040323"
"29","18-44 years age group Vaccinated with 2nd dose on the day","40304"
"30","Total 18-44 years age group Vaccinated with 2nd dose","4606870"
"31","Total Vaccination 1st dose on the day","15647"
"32","Total Vaccination 2nd dose on the day","56520"
"33","Total Vaccination 1st and 2nd dose on the day","72167"
