"Total No. of Sample Taken Today","14813"
"Total No. of Positive Cases Detected Today","579"
"Total Active COVID-19 Patients","2629"
"Total No. of Active Cases under Home Isolation (27-07-2022)","2531"
"Total No. of Samples found Positive till date","1027387"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1014100"
"No. of Deaths","10635"
"Total No. of People Vaccinated Today","25734  
(1st Dose: 1725 
2nd Dose: 7430 
Precaution Dose: 16579)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23616693 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19636835 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1401010"
"Cumulative Coverage of Total COVID-19 Vaccination","44654538"
"COVID-19 Today (27-07-2022) Positivity Rate","4.04%"
"Recovery Rate","98.71%"
"Fatality Rate","1.04%"
