"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","771142","0","49695","0","446","3","49235","14"
"2","ALWAR","1552286","4","84417","0","320","8","84051","46"
"3","BANSWARA","304471","3","14737","0","106","6","14602","29"
"4","BARAN","223914","1","15239","0","64","2","15166","9"
"5","BARMER","398028","1","21452","0","205","17","21243","4"
"6","BHARATPUR","470285","5","31421","0","272","0","31123","26"
"7","BHILWARA","496456","0","38176","0","162","0","38004","10"
"8","BIKANER","718519","2","49872","1","586","12","49268","18"
"9","BUNDI","224896","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","445914","0","29362","0","140","6","29218","4"
"11","CHURU","418204","0","20800","0","114","2","20666","20"
"12","DAUSA","279806","1","15771","0","80","0","15689","2"
"13","DHOLPUR","272893","0","13747","0","49","2","13692","6"
"14","DUNGARPUR","325581","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","416311","2","28127","0","158","12","27947","22"
"16","HANUMANGARH","479722","8","22488","0","114","11","22324","50"
"17","JAIPUR","3271976","13","274036","0","2110","134","271499","427"
"18","JAISALMER","240386","0","17036","0","68","1","16966","2"
"19","JALORE","437821","0","10538","0","78","8","10458","2"
"20","JHALAWAR","367541","2","17704","0","207","2","17489","8"
"21","JHUNJHUNU","481801","1","19157","0","181","2","18968","8"
"22","JODHPUR","1381107","9","140943","0","1163","8","139701","79"
"23","KARAULI","232079","0","8964","0","84","0","8879","1"
